# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,0.00,-44.10,-0.40,-40.50,5.10,21.90,4.80
0.06,1.00,0.00,-42.90,0.90,-37.70,4.80,21.30,9.80
0.12,1.00,3.00,-42.90,0.90,-37.70,5.20,19.40,25.20
0.19,1.00,0.00,-41.10,-0.10,-39.50,4.80,19.70,32.50
0.25,1.00,0.00,-42.90,2.40,-38.70,5.20,20.70,27.40
0.31,1.00,0.00,-43.80,0.30,-40.10,4.10,20.50,28.30
0.38,1.00,0.00,-43.80,0.30,-40.10,4.80,22.00,23.30
0.44,1.00,0.00,-42.80,1.50,-42.60,4.20,21.10,24.60
0.51,1.00,0.00,-42.60,2.80,-46.00,4.10,21.30,25.80
0.57,1.00,0.00,-42.80,4.20,-40.40,4.50,22.70,20.80
0.63,1.00,0.00,-42.80,4.20,-40.40,4.00,22.20,22.30
0.70,1.00,0.00,-44.40,5.50,-39.50,4.50,23.00,19.70
0.76,1.00,0.00,-44.40,5.50,-39.50,4.50,19.70,19.70
0.82,1.00,0.00,-44.10,5.10,-40.20,4.00,12.30,19.20
0.89,1.00,0.00,-42.30,6.40,-40.10,4.60,6.50,17.90
0.95,1.00,0.00,-42.30,6.40,-40.10,4.30,5.00,18.00
1.01,1.00,0.00,-43.70,4.80,-40.20,4.40,5.00,18.50
1.08,1.00,0.00,-44.70,4.30,-41.30,4.90,4.50,19.00
1.14,1.00,0.00,-43.10,4.50,-40.40,4.30,4.50,18.00
1.20,1.00,0.00,-44.30,2.50,-42.60,4.60,4.60,17.70
1.27,1.00,0.00,-43.50,4.90,-42.90,3.80,5.20,17.50
1.33,1.00,0.00,-41.60,3.70,-43.70,4.70,5.00,17.10
1.39,1.00,0.00,-41.90,0.10,-42.00,4.40,4.50,19.00
1.46,1.00,0.00,-42.80,1.50,-43.70,4.70,4.30,18.90
1.52,1.00,0.00,-42.20,2.10,-43.50,4.30,4.60,18.50
1.59,1.00,0.00,-42.20,2.10,-43.50,4.70,4.30,17.90
1.65,1.00,0.00,-42.30,3.40,-44.70,4.60,4.30,17.60
1.71,1.00,0.00,-42.20,2.40,-43.80,4.20,4.30,17.10
1.78,1.00,0.00,-42.80,2.20,-41.90,4.90,4.40,16.00
1.84,1.00,0.00,-42.80,2.20,-41.90,4.70,4.30,15.80
1.90,1.00,0.00,-40.40,3.60,-43.80,5.00,4.80,15.40
1.97,1.00,0.00,-42.20,3.90,-45.30,5.50,5.00,14.90
2.03,1.00,0.00,-40.70,2.40,-45.00,4.80,4.50,16.10
2.09,1.00,0.00,-41.60,2.20,-47.20,4.70,4.60,15.60
2.16,1.00,0.00,-42.20,0.40,-47.80,5.40,5.10,16.00
2.22,1.00,0.00,-42.20,0.40,-47.80,4.80,4.80,15.60
2.28,1.00,0.00,-39.60,-0.10,-46.30,5.30,5.00,14.90
2.35,1.00,0.00,-41.00,-0.30,-45.90,5.50,4.80,15.20
