# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.06,1.00,0.00,-51.00,-28.10,-13.90,15.50,59.10,9.80
0.12,1.00,0.00,-49.60,-26.90,-12.90,15.70,58.00,9.60
0.19,1.00,0.00,-51.30,-26.80,-13.80,16.00,56.90,9.00
0.25,1.00,0.00,-51.30,-28.30,-10.50,15.30,51.00,11.20
0.31,1.00,0.00,-51.30,-28.30,-10.50,15.80,53.10,15.50
0.38,1.00,0.00,-50.70,-28.10,-10.60,15.00,43.20,18.00
0.38,1.00,0.00,-51.00,-26.60,-11.10,15.40,44.00,19.20
0.50,1.00,0.00,-51.30,-27.50,-12.30,15.10,43.90,18.40
0.56,1.00,0.00,-51.40,-26.90,-11.10,15.00,40.90,19.30
0.63,1.00,0.00,-50.10,-26.80,-12.70,14.60,40.50,21.00
0.69,1.00,0.00,-50.20,-26.20,-11.40,15.20,38.80,21.40
0.76,1.00,0.00,-49.60,-26.60,-10.30,14.50,30.00,20.90
0.82,1.00,0.00,-49.60,-27.70,-11.10,13.60,25.80,22.20
0.88,1.00,0.00,-51.40,-25.70,-9.60,14.00,23.60,22.00
0.95,1.00,0.00,-50.50,-25.60,-11.20,13.80,18.90,22.00
1.01,1.00,0.00,-50.10,-26.00,-11.20,12.90,16.70,21.90
1.07,1.00,0.00,-51.70,-26.90,-10.30,12.80,12.70,21.70
1.14,1.00,0.00,-52.00,-27.50,-8.70,12.60,10.70,22.10
1.20,1.00,0.00,-52.00,-27.50,-8.70,12.90,6.80,21.90
1.27,1.00,0.00,-49.00,-28.00,-9.70,12.70,5.00,22.20
1.33,1.00,0.00,-49.20,-26.60,-12.10,12.30,3.10,22.10
1.39,0.00,0.00,-49.80,-26.80,-11.20,12.50,3.40,22.00
1.46,1.00,0.00,-51.30,-28.70,-12.30,11.60,3.80,21.50
1.52,1.00,0.00,-50.70,-28.10,-11.40,12.10,3.50,21.80
1.58,1.00,0.00,-50.80,-27.10,-11.70,11.50,3.50,21.80
1.65,1.00,0.00,-51.30,-29.00,-11.20,11.30,3.50,21.00
1.71,1.00,0.00,-48.90,-28.10,-9.30,11.40,4.20,21.90
1.77,1.00,0.00,-51.30,-26.80,-9.00,11.30,4.00,21.30
1.84,1.00,0.00,-49.00,-27.50,-10.50,11.00,4.00,21.30
1.90,1.00,0.00,-53.40,-28.00,-8.40,10.90,3.20,21.90
1.96,1.00,0.00,-54.10,-27.10,-6.40,11.50,3.50,22.00
2.03,1.00,0.00,-53.20,-26.60,-7.80,10.60,3.00,22.00
2.09,1.00,0.00,-52.20,-26.90,-8.80,10.90,3.50,22.20
2.16,1.00,0.00,-51.60,-25.60,-9.00,9.40,1.10,22.00
2.22,1.00,0.00,-51.60,-25.60,-9.00,9.30,4.80,21.80
2.28,1.00,0.00,-50.10,-28.00,-8.70,9.60,11.90,21.80
2.35,1.00,0.00,-50.10,-27.10,-8.40,9.60,29.00,22.30
2.41,1.00,0.00,-49.80,-27.10,-7.20,9.80,31.60,22.00
2.47,1.00,0.00,-48.90,-26.60,-7.80,9.60,37.10,22.40
2.54,1.00,0.00,-49.20,-27.70,-7.80,8.70,41.90,22.40
2.60,0.00,0.00,-49.80,-25.60,-5.80,9.30,34.90,22.20
2.66,0.00,0.00,-51.00,-25.70,-6.30,8.90,17.90,21.90
2.73,1.00,0.00,-55.20,-27.40,-6.70,8.90,14.60,21.60
2.79,1.00,0.00,-52.50,-26.60,-7.80,9.60,16.80,21.40
