# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.05,1.00,0.00,-67.70,-3.90,-36.20,10.00,18.30,30.20
0.12,1.00,0.00,-67.70,-3.90,-36.20,9.80,18.60,29.70
0.18,1.00,0.00,-67.90,-3.00,-34.50,10.50,20.20,28.10
0.24,1.00,0.00,-66.70,-4.50,-36.00,10.10,20.00,29.40
0.31,1.00,0.00,-65.00,-5.50,-33.90,10.50,19.00,28.90
0.37,0.00,0.00,-65.00,-5.50,-33.90,10.30,19.60,29.30
0.44,1.00,0.00,-65.50,-5.80,-36.20,10.60,18.30,29.90
0.50,1.00,0.00,-66.40,-4.90,-36.30,9.60,20.00,28.90
0.56,0.00,0.00,-65.00,-5.10,-35.90,11.10,20.60,29.40
0.63,1.00,0.00,-65.90,-4.90,-35.60,11.10,21.00,29.50
0.69,1.00,0.00,-66.20,-5.10,-38.40,11.10,22.10,28.90
0.75,0.00,0.00,-66.20,-5.10,-38.40,10.70,25.50,28.10
0.82,0.00,0.00,-65.90,-6.90,-35.00,10.70,26.30,28.80
0.88,1.00,0.00,-66.50,-7.00,-36.50,11.30,25.80,28.50
0.94,1.00,0.00,-67.30,-4.30,-34.40,11.20,26.40,28.40
1.01,1.00,0.00,-67.40,-4.90,-36.80,10.50,25.60,28.30
1.07,1.00,0.00,-66.50,-5.80,-36.50,10.40,26.40,27.70
1.13,1.00,0.00,-68.30,-5.80,-36.90,10.90,27.80,27.60
1.20,0.00,0.00,-65.80,-4.80,-36.20,10.60,28.80,27.30
1.26,1.00,0.00,-67.40,-4.90,-36.80,10.50,30.80,27.70
1.33,0.00,0.00,-66.20,-6.60,-37.20,9.80,30.90,27.50
1.39,1.00,0.00,-66.40,-6.10,-36.00,9.90,29.70,27.80
1.45,1.00,0.00,-66.50,-7.80,-36.50,10.40,32.90,26.10
1.52,1.00,0.00,-67.90,-6.10,-34.50,9.60,38.00,25.60
