# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,-46.80,-33.20,-15.20,26.20,4.40,4.60
0.06,0.00,0.00,-45.70,-34.40,-15.20,25.40,4.70,4.80
0.12,0.00,0.00,-46.60,-33.80,-16.40,26.40,4.40,4.50
0.19,0.00,0.00,-46.50,-35.60,-18.50,25.90,4.80,4.80
0.25,0.00,0.00,-46.50,-35.60,-18.50,25.00,4.20,4.80
0.31,0.00,0.00,-45.10,-35.00,-16.40,26.20,4.80,4.20
0.38,0.00,0.00,-45.90,-33.50,-16.90,25.20,4.40,4.80
0.44,0.00,0.00,-46.60,-34.20,-15.40,25.50,4.20,5.10
0.50,0.00,0.00,-46.60,-34.20,-15.40,25.90,4.30,4.50
0.57,0.00,0.00,-46.20,-34.20,-14.70,26.70,4.70,4.50
0.63,0.00,0.00,-46.20,-34.20,-14.70,25.90,4.60,5.00
0.69,0.00,0.00,-46.90,-33.80,-16.40,25.80,4.40,5.10
0.76,0.00,0.00,-45.90,-34.50,-15.40,26.70,4.80,4.50
0.82,0.00,0.00,-46.00,-33.60,-16.00,24.40,3.90,4.60
0.89,0.00,0.00,-46.00,-33.60,-16.00,25.80,4.50,4.40
0.95,0.00,0.00,-45.40,-34.20,-16.10,25.90,4.20,4.40
1.01,0.00,0.00,-47.20,-35.60,-16.70,25.70,4.40,4.50
1.08,0.00,0.00,-47.20,-35.90,-16.00,27.30,3.90,4.60
1.14,0.00,0.00,-48.10,-33.00,-16.10,24.70,4.40,4.40
1.21,0.00,0.00,-46.80,-34.40,-14.80,25.50,4.20,4.60
1.27,0.00,0.00,-46.20,-35.40,-15.40,26.00,4.00,4.90
1.33,0.00,0.00,-46.20,-35.40,-15.40,26.20,4.10,4.60
1.40,0.00,0.00,-46.00,-34.80,-16.30,26.90,4.00,5.10
1.46,0.00,0.00,-46.00,-35.60,-16.30,26.10,3.70,4.50
1.52,0.00,0.00,-47.40,-34.50,-16.40,26.20,4.00,4.90
1.59,0.00,0.00,-45.70,-35.10,-16.30,26.30,4.40,5.00
1.65,0.00,0.00,-47.70,-34.50,-16.40,25.60,4.60,4.90
1.72,0.00,0.00,-47.40,-33.50,-15.80,25.80,4.20,4.40
