# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.05,24.90,-97.36,27.09,5.70,120.00,1.90
0.12,24.81,-97.30,27.18,5.40,120.00,1.60
0.18,24.85,-97.29,27.17,6.20,120.00,2.30
0.25,24.85,-97.33,27.19,5.70,120.00,1.30
0.37,24.85,-97.30,27.11,5.10,120.00,2.00
0.44,24.90,-97.26,27.11,5.70,120.00,1.80
0.50,24.79,-97.27,27.12,5.10,120.00,2.00
0.57,24.96,-97.34,27.06,5.20,120.00,1.60
0.69,24.92,-97.38,27.10,5.40,120.00,1.80
0.76,24.84,-97.25,27.20,5.20,120.00,2.00
0.82,24.98,-97.24,27.13,5.80,120.00,1.40
0.88,24.95,-97.37,27.11,5.70,120.00,1.80
1.01,24.99,-97.36,27.12,5.10,120.00,1.70
1.07,24.95,-97.31,27.08,5.30,120.00,2.30
1.14,25.07,-97.54,27.08,5.20,120.00,1.80
1.20,24.87,-97.46,27.03,5.30,120.00,1.20
1.33,24.88,-97.33,27.20,5.40,120.00,2.00
1.39,24.91,-97.21,27.22,5.20,120.00,1.50
1.45,28.31,-94.39,29.33,5.30,11.20,1.80
1.52,26.76,-95.73,29.72,5.70,7.00,1.80
1.64,26.61,-96.13,29.34,5.60,120.00,2.20
1.71,26.47,-96.48,29.06,4.90,120.00,2.30
1.77,28.11,-96.66,26.20,5.30,120.00,1.90
1.83,25.73,-96.27,29.07,4.90,120.00,1.60
1.96,19.40,-93.49,29.46,4.70,120.00,1.60
2.03,23.99,-96.36,30.36,5.30,120.00,2.00
2.09,21.53,-95.78,30.47,5.20,120.00,2.30
2.15,30.05,-95.62,27.52,4.80,120.00,3.10
2.28,15.65,-100.90,13.79,4.80,120.00,2.60
2.35,18.02,-101.40,15.85,4.70,0.00,2.20
2.41,15.25,-101.14,13.18,4.20,120.00,1.70
2.47,22.91,-96.78,24.21,6.20,120.00,3.50
2.60,23.37,-98.47,27.19,5.60,120.00,2.90
2.66,8.41,-97.43,-3.47,2.90,120.00,2.50
2.73,5.49,-102.94,10.54,3.40,120.00,2.30
2.79,-2.95,-113.08,-3.35,3.00,120.00,2.40
2.92,17.52,-98.21,25.93,4.40,120.00,1.80
2.98,12.69,-101.78,26.83,2.70,120.00,3.50
3.05,2.29,-101.32,14.59,2.30,120.00,3.40
3.11,-4.34,-99.01,21.55,3.20,120.00,2.50
3.24,16.04,-93.50,45.33,5.20,120.00,2.20
3.30,7.47,-97.37,34.01,4.80,120.00,2.40
3.36,13.78,-97.04,37.12,3.00,120.00,3.20
3.43,-1.56,-103.33,14.95,3.10,30.00,3.00
3.56,0.52,-100.61,19.22,3.00,120.00,3.20
3.62,-3.85,-111.52,10.46,3.20,120.00,3.00
3.68,9.21,-100.98,29.11,3.80,120.00,3.10
3.75,2.41,-103.65,17.61,2.80,120.00,2.80
3.87,2.66,-101.09,21.95,2.80,120.00,3.40
3.94,3.59,-103.62,20.56,3.00,120.00,3.10
4.00,2.66,-101.98,21.08,3.20,120.00,3.50
4.07,1.90,-105.52,22.60,4.90,120.00,1.60
4.19,9.14,-100.11,25.98,5.80,120.00,1.00
4.26,7.12,-99.21,25.48,6.40,120.00,1.30
4.32,9.64,-99.34,25.89,5.50,120.00,1.20
4.39,-0.92,-104.62,7.70,3.80,120.00,1.50
4.51,2.46,-96.59,20.64,3.70,120.00,2.50
4.58,1.29,-103.14,14.29,2.70,120.00,1.90
4.64,1.11,-101.50,15.80,2.10,120.00,2.60
4.71,-1.31,-103.42,20.12,3.30,120.00,2.10
4.83,8.65,-93.76,39.79,5.50,120.00,1.90
4.90,7.38,-97.73,41.38,4.40,120.00,2.50
4.96,-0.04,-97.77,21.02,2.90,120.00,2.90
5.03,-6.98,-101.62,18.07,3.10,65.90,2.00
5.15,11.63,-105.04,34.14,2.90,120.00,2.50
5.22,8.45,-97.92,31.81,4.10,120.00,2.80
5.28,7.79,-94.78,35.47,3.80,0.00,3.10
5.34,0.29,-101.35,14.36,2.50,120.00,3.20
5.47,1.95,-105.40,11.49,2.80,120.00,2.30
5.53,2.94,-106.13,22.33,2.70,0.00,3.10
5.60,3.86,-98.35,28.87,2.30,120.00,2.40
5.66,0.10,-100.75,32.20,2.20,120.00,1.90
5.79,-8.30,-102.21,16.97,3.20,120.00,2.30
5.85,-6.69,-100.29,20.42,2.90,120.00,2.30
5.92,8.05,-100.71,35.25,3.00,120.00,2.80
5.98,2.97,-94.81,39.36,3.70,120.00,2.20
6.11,-6.12,-102.93,15.15,2.70,9.40,2.70
6.17,-4.86,-101.99,22.33,2.90,120.00,2.30
6.24,-3.19,-99.60,25.65,2.10,120.00,2.40
6.30,-14.02,-103.72,18.64,2.10,120.00,2.00
6.43,6.19,-94.65,49.63,2.80,120.00,2.40
6.49,0.79,-92.90,41.96,3.50,120.00,2.80
6.56,-7.18,-101.65,26.06,3.40,120.00,2.80
6.62,-4.38,-103.28,19.74,2.80,120.00,2.80
6.75,-1.57,-100.99,27.04,3.10,120.00,3.10
6.81,4.11,-98.18,33.42,3.20,120.00,3.10
6.88,-6.04,-100.79,23.77,2.60,120.00,3.20
6.94,-5.05,-101.04,25.43,2.90,120.00,2.30
7.07,7.56,-96.08,39.63,3.00,120.00,2.90
7.13,-0.27,-97.63,34.99,3.20,120.00,2.40
7.20,-6.45,-99.30,24.61,2.80,120.00,2.20
7.26,-4.04,-99.90,28.86,2.60,120.00,2.80
7.39,-4.13,-102.31,26.12,2.60,120.00,2.80
7.45,-6.54,-104.82,28.04,2.90,102.20,2.70
7.52,3.89,-100.22,31.10,3.10,120.00,2.10
7.58,8.99,-99.84,33.61,2.60,120.00,2.50
7.71,2.95,-100.30,28.94,2.50,120.00,1.80
7.77,5.30,-98.05,30.87,2.40,120.00,1.90
7.83,10.94,-98.01,27.02,2.40,120.00,2.10
7.90,1.09,-102.87,19.76,2.40,19.10,2.70
8.03,-8.64,-98.37,21.26,2.90,10.50,2.80
8.09,-4.52,-105.21,9.69,3.10,10.80,2.30
8.15,-2.25,-100.76,22.50,2.80,14.80,2.80
8.22,-0.57,-98.99,30.10,4.50,8.70,2.80
8.34,-2.10,-101.61,23.75,2.30,9.50,2.80
8.41,-3.74,-101.72,19.49,2.30,10.30,2.10
8.47,-0.37,-104.47,17.57,2.90,28.20,3.30
8.53,7.80,-103.77,35.47,2.90,10.40,3.40
8.66,-6.41,-89.89,43.88,2.80,6.80,2.40
8.73,-1.61,-82.53,53.30,3.10,6.90,2.70
8.79,-2.06,-101.30,34.04,2.60,10.60,2.60
8.85,-0.11,-105.31,14.26,3.00,120.00,2.90
8.98,-1.29,-105.03,11.47,3.00,120.00,2.80
9.05,-3.78,-94.52,28.51,3.20,8.90,2.10
9.11,-3.62,-87.62,45.12,3.00,7.20,3.40
9.17,-5.51,-103.39,29.31,2.60,10.70,2.90
9.30,-1.04,-106.10,14.16,2.90,14.10,2.50
9.37,-2.21,-108.70,28.12,2.50,10.60,2.50
9.43,-4.93,-98.75,37.42,2.70,7.50,2.90
9.49,-5.51,-82.73,51.61,3.10,6.60,2.80
9.62,-5.52,-103.22,20.68,2.60,11.30,3.00
9.69,-3.24,-106.18,10.34,3.00,10.40,3.40
9.75,-0.39,-101.92,24.76,2.40,11.60,2.90
9.81,-3.14,-100.24,32.97,2.90,9.70,3.10
9.94,-2.04,-89.85,45.94,2.90,7.70,2.80
10.01,-2.02,-84.63,43.63,3.60,8.00,2.50
10.07,-3.06,-107.69,14.40,2.40,120.00,3.20
10.13,-1.07,-106.38,15.03,3.00,7.70,3.00
10.26,-0.01,-101.32,18.98,2.60,11.30,2.50
10.32,-2.69,-89.83,42.59,3.10,7.20,2.90
10.39,-2.54,-85.99,48.50,3.10,7.50,3.50
10.45,1.05,-104.86,25.96,2.70,120.00,2.80
10.58,5.60,-108.29,24.27,2.30,120.00,2.90
10.64,-1.71,-88.01,42.41,3.70,7.90,2.80
10.71,-3.33,-84.51,46.78,3.30,8.00,2.80
10.77,0.21,-106.91,22.64,2.80,120.00,2.80
10.90,1.34,-102.98,21.06,2.50,120.00,3.10
10.96,0.81,-100.13,25.25,2.50,0.80,3.00
11.03,0.35,-100.85,27.78,3.10,16.00,2.90
11.09,-1.97,-99.76,32.26,3.10,10.30,3.00
11.22,-8.58,-88.76,41.07,2.90,8.40,2.70
11.28,-3.99,-99.91,36.76,2.30,8.80,2.20
11.35,-1.12,-103.06,18.42,2.10,120.00,2.80
11.41,-1.25,-105.16,9.36,2.60,120.00,3.20
11.54,-2.58,-104.58,9.75,2.30,120.00,3.00
11.60,-3.72,-91.74,36.51,2.80,8.80,2.50
11.67,-0.72,-102.20,29.58,3.10,11.50,3.20
11.73,0.48,-104.15,13.12,2.60,120.00,3.20
11.86,-0.61,-110.46,16.96,2.50,9.40,2.70
