# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,24.70,-98.84,21.03,1.40,7.20,2.80
0.13,24.55,-98.80,21.11,1.80,120.00,2.20
0.19,24.54,-98.72,21.19,1.30,11.50,2.40
0.26,24.62,-98.79,21.05,1.90,10.90,2.70
0.32,24.62,-98.75,21.14,2.10,7.40,2.60
0.45,24.51,-98.74,21.11,1.60,6.20,2.40
0.51,24.51,-98.88,21.01,2.30,14.40,2.30
0.57,24.68,-98.81,21.12,1.30,10.20,2.90
0.64,24.60,-98.84,21.12,1.20,15.20,2.40
0.77,24.43,-98.83,21.14,2.00,17.00,2.20
0.83,24.52,-98.82,21.00,1.60,8.70,2.70
0.89,24.49,-98.72,21.04,1.40,1.70,2.30
0.95,24.59,-98.88,21.19,1.70,4.90,2.20
1.08,24.67,-98.80,21.00,1.90,6.60,2.40
1.15,24.49,-98.93,21.07,1.10,9.80,2.10
1.27,24.55,-98.74,21.15,2.00,7.90,2.80
1.34,24.55,-98.77,21.06,2.00,24.80,2.30
1.40,24.58,-98.90,21.01,1.70,0.00,2.60
1.47,24.51,-98.77,21.09,1.50,10.70,1.90
1.59,24.44,-98.65,21.05,1.30,12.40,2.90
1.66,24.46,-98.82,21.00,2.20,120.00,2.00
1.72,24.52,-98.86,20.95,2.70,12.80,2.60
1.78,24.51,-98.81,21.07,2.00,8.50,2.30
1.91,24.39,-98.86,21.00,1.90,6.90,2.60
1.97,24.43,-98.83,20.91,1.90,5.20,2.70
2.04,24.53,-98.80,21.01,1.80,4.90,1.80
2.10,24.53,-98.82,21.04,1.80,5.30,3.00
2.23,24.47,-98.80,20.97,1.90,120.00,2.30
2.29,24.56,-98.82,21.02,1.40,120.00,2.30
2.35,24.52,-98.82,21.02,1.70,13.90,2.70
2.42,24.44,-98.82,21.01,2.10,5.40,2.40
2.55,24.58,-98.81,21.01,2.10,15.10,2.30
2.61,24.55,-98.83,20.90,1.00,7.50,2.50
2.67,24.44,-98.89,21.03,1.70,8.80,2.10
2.74,24.46,-98.80,20.86,1.90,10.60,2.30
2.87,24.51,-98.82,21.00,1.50,5.70,2.30
2.93,24.52,-98.77,21.04,1.50,7.30,2.50
2.99,24.48,-98.78,20.95,2.40,7.10,2.40
3.06,24.42,-98.81,20.93,1.90,13.50,2.30
3.18,24.43,-98.72,20.98,1.50,8.30,2.40
3.25,24.58,-98.80,20.92,1.30,23.60,2.20
3.31,24.63,-98.92,21.00,1.90,17.10,2.30
3.37,24.60,-98.81,20.90,1.60,9.30,2.10
3.50,24.53,-98.90,20.82,2.00,9.30,2.80
3.56,24.68,-98.89,20.96,1.90,11.00,2.40
3.63,24.65,-98.94,20.84,1.70,3.50,2.80
3.69,24.54,-98.86,20.90,1.70,12.90,2.80
3.82,24.44,-98.91,20.80,1.30,6.90,2.90
3.88,24.53,-98.88,20.79,1.80,11.50,2.50
3.94,24.41,-98.88,20.89,2.40,5.50,2.20
4.01,24.46,-98.79,20.91,2.00,27.50,1.90
4.13,24.40,-98.90,20.83,1.90,14.90,2.70
4.20,24.39,-98.90,20.92,2.10,11.20,3.30
4.26,24.48,-98.83,20.88,1.70,11.30,2.50
4.32,24.54,-98.83,20.98,1.50,120.00,2.60
4.45,24.47,-98.82,20.86,1.50,17.40,2.70
4.52,24.50,-98.88,20.89,1.50,17.20,2.60
4.58,24.58,-98.91,20.86,1.80,12.90,2.10
4.64,24.40,-98.92,20.83,1.80,8.70,2.60
4.77,24.54,-98.90,20.90,2.00,13.20,2.30
4.84,24.45,-98.87,20.87,1.50,11.30,2.80
4.90,24.40,-98.83,20.85,1.40,10.90,2.60
4.96,24.46,-98.82,20.83,1.30,9.50,2.60
5.09,24.37,-98.85,20.73,1.40,5.80,2.60
5.15,24.41,-98.85,20.85,1.20,13.10,2.60
5.21,24.43,-98.68,20.88,1.90,8.90,2.40
5.28,24.51,-98.83,20.81,1.60,14.90,3.10
5.41,24.48,-98.85,20.95,1.60,19.40,2.60
5.47,24.45,-98.86,20.96,2.10,6.50,2.60
5.53,24.51,-98.85,20.76,1.80,2.20,2.80
5.59,24.44,-98.88,20.84,1.10,11.90,2.20
5.72,24.48,-98.94,20.85,1.60,15.40,2.40
5.79,24.49,-98.88,20.78,1.30,20.50,2.50
5.85,24.40,-98.80,20.94,1.80,9.60,2.60
5.91,24.35,-98.79,20.87,1.70,14.20,2.70
6.04,24.60,-98.83,20.81,1.50,22.80,2.70
6.10,24.49,-98.96,20.84,1.80,18.40,2.60
6.17,24.46,-98.93,20.92,1.40,16.60,2.40
6.23,24.57,-98.97,20.87,1.60,15.90,2.20
6.36,24.46,-98.84,20.81,1.50,22.30,2.20
6.42,24.49,-98.85,20.84,1.90,19.00,2.80
6.49,24.49,-98.87,20.83,2.20,19.60,2.20
6.55,25.52,-98.48,29.57,2.70,28.30,2.70
6.67,21.75,-109.95,11.72,1.80,13.10,1.90
6.74,21.66,-100.33,14.64,1.80,12.20,2.20
6.80,22.35,-101.34,19.32,2.40,120.00,3.00
6.86,13.19,-99.75,25.34,2.00,12.20,2.60
6.99,26.63,-94.32,35.58,2.30,12.00,3.70
7.06,13.98,-102.17,24.75,2.50,10.60,2.40
7.12,22.41,-89.76,41.03,1.90,14.30,3.20
7.18,24.22,-97.05,17.28,1.90,38.70,2.10
7.31,17.30,-108.73,8.09,2.20,16.80,1.10
7.37,11.95,-102.15,9.28,1.50,54.30,2.10
7.44,6.22,-99.26,12.27,2.00,13.00,2.90
7.50,11.39,-99.77,18.08,1.80,11.60,2.80
7.63,9.64,-99.13,27.67,1.90,12.10,2.60
7.69,22.40,-97.57,30.92,2.40,12.60,2.20
7.76,18.29,-97.20,28.24,2.20,17.70,3.20
7.82,13.28,-105.22,13.67,1.50,51.90,1.70
7.95,16.79,-101.59,12.76,1.60,48.20,1.60
8.01,17.22,-101.39,15.21,1.70,48.90,2.20
