# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm), x(cm), y(cm), yaw
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1.00,0.00,-44.70,10.90,-52.90,10.20,20.40,10.70,0.00,0.00,0.00
0.05,1.00,0.00,-43.40,12.00,-52.90,9.80,23.60,11.00,0.00,0.00,0.00
0.12,1.00,0.00,-39.90,11.20,-49.60,9.50,24.20,11.00,0.00,0.00,0.00
0.18,1.00,0.00,-40.70,9.00,-52.60,10.00,22.90,10.90,0.00,0.00,0.00
0.24,1.00,0.00,-40.70,10.50,-53.40,9.60,22.90,10.50,0.00,0.00,0.00
0.31,1.00,0.00,-41.90,11.20,-51.90,9.50,23.80,10.60,0.00,0.00,0.00
0.37,1.00,0.00,-41.90,11.20,-51.90,9.30,23.20,10.70,0.00,0.00,0.00
0.43,1.00,0.00,-39.80,11.10,-51.30,9.20,24.00,10.40,0.00,0.00,0.00
0.50,1.00,0.00,-39.80,11.10,-52.50,10.20,22.90,10.70,0.00,0.00,0.00
0.56,1.00,0.00,-42.60,9.70,-51.90,9.90,17.10,11.30,0.00,0.00,0.00
0.62,1.00,3.00,-42.60,9.70,-51.90,11.20,14.50,12.70,0.00,0.00,0.00
0.69,1.00,0.00,-42.60,9.70,-51.90,13.30,12.50,14.50,0.00,0.00,0.00
0.75,1.00,0.00,-43.80,13.00,-52.00,9.60,11.80,16.90,0.00,0.00,0.00
0.81,1.00,0.00,-46.00,17.20,-53.10,8.90,11.50,17.70,0.00,0.00,0.00
0.87,1.00,0.00,-45.40,19.30,-51.40,8.10,12.40,15.20,0.00,0.00,0.00
0.94,1.00,3.00,-46.50,14.50,-54.30,7.20,9.60,24.70,0.00,0.00,0.00
1.00,1.00,3.00,-53.10,8.70,-57.60,6.80,8.70,120.00,0.00,0.00,0.00
1.06,1.00,4.00,-55.30,13.80,-55.30,6.00,9.20,22.60,0.00,0.00,0.00
1.13,1.00,0.00,-55.60,17.90,-52.80,5.30,9.10,24.20,0.00,0.00,0.00
1.19,1.00,0.00,-55.60,17.90,-52.80,5.60,9.50,20.00,0.00,0.00,0.00
1.25,1.00,0.00,-47.80,22.60,-52.50,5.50,9.50,25.60,0.00,0.00,0.00
1.32,1.00,0.00,-46.50,21.40,-51.70,4.80,8.60,32.60,0.00,0.00,0.00
1.38,1.00,0.00,-44.60,22.60,-52.80,3.90,8.70,30.60,0.00,0.00,0.00
1.44,1.00,0.00,-42.20,23.90,-50.10,4.40,8.80,32.20,0.00,0.00,0.00
1.51,1.00,5.00,-44.70,25.70,-48.10,3.80,9.90,28.80,0.00,0.00,0.00
1.57,1.00,0.00,-51.70,23.50,-52.60,3.20,7.20,37.10,0.00,0.00,0.00
1.63,1.00,5.00,-51.70,23.50,-52.60,3.50,6.00,45.00,0.00,0.00,0.00
1.70,1.00,0.00,-52.20,22.70,-52.20,3.80,5.40,37.80,0.00,0.00,0.00
1.76,1.00,0.00,-51.30,25.30,-51.30,4.00,4.70,22.80,0.00,0.00,0.00
1.82,1.00,5.00,-50.80,26.00,-50.50,5.10,4.50,20.20,0.00,0.00,0.00
1.88,1.00,5.00,-53.70,26.90,-51.10,6.60,4.90,13.50,0.00,0.00,0.00
1.95,1.00,0.00,-57.70,31.80,-44.60,8.50,5.80,5.80,0.00,0.00,0.00
2.01,1.00,2.00,-60.20,33.00,-45.60,11.90,5.50,7.30,0.00,0.00,0.00
2.07,1.00,0.00,-63.80,18.70,-52.50,13.50,3.50,17.00,0.00,0.00,0.00
2.14,1.00,0.00,-63.80,18.70,-52.50,41.50,3.60,15.30,0.00,0.00,0.00
2.20,1.00,0.00,-65.80,16.10,-54.40,40.20,3.50,17.10,0.00,0.00,0.00
2.26,1.00,0.00,-65.00,12.70,-52.90,39.00,3.60,21.90,0.00,0.00,0.00
2.39,1.00,0.00,-68.30,13.90,-53.40,35.60,4.00,21.70,0.00,0.00,0.00
2.45,1.00,0.00,-64.30,15.10,-53.70,32.20,4.40,19.30,0.00,0.00,0.00
2.52,1.00,0.00,-65.80,12.70,-52.20,34.10,3.10,18.10,0.00,0.00,0.00
2.58,1.00,0.00,-67.90,12.30,-52.00,19.70,3.80,19.70,0.00,0.00,0.00
2.64,1.00,0.00,-68.60,10.60,-51.30,17.70,4.10,20.40,0.00,0.00,0.00
2.71,1.00,0.00,-68.60,10.60,-51.30,18.00,3.80,10.40,0.00,0.00,0.00
2.77,1.00,0.00,-71.00,15.80,-49.60,21.60,3.60,12.10,0.00,0.00,0.00
2.83,1.00,3.00,-58.30,12.30,-54.30,120.00,4.00,22.30,0.00,0.00,0.00
2.90,1.00,3.00,-56.40,11.80,-53.50,120.00,4.40,19.00,0.00,0.00,0.00
2.96,1.00,0.00,-56.40,11.80,-53.50,30.50,3.20,27.40,0.00,0.00,0.00
3.02,1.00,3.00,-64.00,4.30,-52.20,29.20,3.30,31.00,0.00,0.00,0.00
3.09,1.00,0.00,-68.90,8.40,-48.00,19.00,4.70,18.30,0.00,0.00,0.00
3.15,1.00,0.00,-67.70,5.50,-48.60,26.40,5.90,23.10,0.00,0.00,0.00
3.21,1.00,0.00,-67.70,5.50,-48.60,39.90,7.00,33.20,0.00,0.00,0.00
3.28,1.00,3.00,-55.60,-1.80,-50.20,120.00,7.70,33.80,0.00,0.00,0.00
3.34,1.00,0.00,-57.60,1.80,-50.50,37.40,8.00,33.20,0.00,0.00,0.00
3.40,1.00,0.00,-58.00,2.80,-49.60,35.10,10.10,29.50,0.00,0.00,0.00
3.47,1.00,0.00,-58.00,2.80,-49.60,39.40,11.40,33.70,0.00,0.00,0.00
3.53,1.00,0.00,-54.60,0.30,-49.50,120.00,16.20,27.30,0.00,0.00,0.00
3.59,1.00,0.00,-56.80,4.50,-51.00,31.80,17.60,15.20,0.00,0.00,0.00
3.66,1.00,0.00,-59.40,2.20,-50.50,17.90,18.60,13.70,0.00,0.00,0.00
3.72,1.00,0.00,-59.40,2.20,-50.50,30.50,19.20,15.00,0.00,0.00,0.00
3.79,1.00,0.00,-55.20,-0.10,-49.30,35.10,16.30,17.40,0.00,0.00,0.00
3.85,1.00,3.00,-51.30,-1.80,-45.40,120.00,15.70,22.80,0.00,0.00,0.00
3.91,1.00,5.00,-49.30,-1.00,-46.60,0.00,16.50,18.70,0.00,0.00,0.00
3.98,1.00,0.00,-57.30,-1.60,-47.50,27.40,16.20,12.80,0.00,0.00,0.00
4.04,1.00,0.00,-61.70,0.40,-46.00,23.90,18.40,10.30,0.00,0.00,0.00
4.10,1.00,0.00,-58.80,-0.90,-47.80,28.90,17.40,23.90,0.00,0.00,0.00
4.17,1.00,0.00,-52.50,-6.30,-46.30,32.10,15.70,120.00,0.00,0.00,0.00
4.23,1.00,4.00,-52.50,-6.30,-46.30,25.70,14.50,120.00,0.00,0.00,0.00
4.29,1.00,0.00,-56.20,-6.60,-43.80,29.10,16.20,15.60,0.00,0.00,0.00
4.36,1.00,3.00,-47.40,-3.90,-45.60,120.00,16.20,14.70,0.00,0.00,0.00
4.42,1.00,3.00,-48.60,-3.70,-44.70,120.00,16.30,14.50,0.00,0.00,0.00
4.48,1.00,0.00,-49.90,-5.80,-42.00,18.60,15.60,18.10,0.00,0.00,0.00
4.55,1.00,0.00,-56.50,-8.20,-41.30,19.00,14.50,20.80,0.00,0.00,0.00
4.61,1.00,3.00,-52.80,-9.90,-40.40,19.90,11.40,24.70,0.00,0.00,0.00
4.67,1.00,0.00,-55.50,-8.50,-42.00,20.70,11.00,12.70,0.00,0.00,0.00
4.74,1.00,0.00,-51.70,-4.80,-42.80,20.90,26.70,14.90,0.00,0.00,0.00
4.80,1.00,0.00,-47.20,-5.20,-42.20,24.50,29.20,13.60,0.00,0.00,0.00
4.86,1.00,0.00,-47.20,-5.20,-42.20,25.60,30.70,8.60,0.00,0.00,0.00
4.93,1.00,0.00,-47.20,-2.20,-42.60,22.30,30.90,11.60,0.00,0.00,0.00
4.99,1.00,3.00,-44.40,-8.50,-39.20,20.40,21.50,15.10,0.00,0.00,0.00
5.05,1.00,0.00,-48.90,-4.30,-42.30,19.00,15.20,12.10,0.00,0.00,0.00
5.12,1.00,4.00,-48.90,-4.30,-42.30,19.20,11.30,14.80,0.00,0.00,0.00
