# time (s), ax(cm/s^2), ay(cm/s^2), az(cm/s^2), distF (mm), distL (mm), distR (mm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,3.30,7.42,80.76,22.10,33.50,6.10
0.06,6.93,6.68,101.40,21.50,33.00,5.60
0.19,7.61,6.49,101.06,22.40,34.30,5.40
0.25,6.05,7.89,101.34,21.30,33.40,5.60
0.32,4.17,5.81,101.22,22.90,40.80,5.40
0.38,-9.44,5.54,103.08,23.10,42.40,5.60
0.51,-3.61,3.55,101.82,24.60,46.80,5.10
0.57,-3.44,2.92,101.57,22.40,48.50,5.60
0.64,-1.94,3.74,103.22,23.50,48.10,5.50
0.70,-3.99,-2.36,101.53,120.00,46.90,5.40
0.82,0.07,3.49,101.83,18.20,48.00,5.60
0.89,-1.46,3.75,102.10,19.80,47.60,5.30
0.95,2.12,6.45,106.27,21.10,47.30,5.40
1.02,-1.00,5.21,102.31,20.70,47.20,5.80
1.14,-1.56,4.14,100.86,18.90,47.30,5.30
1.21,-1.49,-2.94,100.31,20.30,47.10,5.50
1.27,-4.29,1.08,100.82,21.20,45.00,5.20
1.33,-4.62,0.85,99.69,21.90,43.60,5.10
1.46,-2.39,6.90,99.87,120.00,41.20,4.90
1.53,2.03,1.97,103.26,19.20,41.60,5.40
1.59,-5.99,-2.51,104.07,20.00,44.30,5.10
1.65,-4.21,7.25,102.12,18.20,44.10,5.30
1.78,-3.81,3.35,102.18,19.30,41.20,4.90
1.84,-0.79,-0.03,102.82,17.40,42.70,5.00
1.91,-4.69,-3.39,99.37,20.40,42.30,5.40
1.97,-9.78,0.34,103.17,19.80,44.30,4.90
2.10,-7.15,-3.22,95.35,18.30,42.80,5.30
2.16,2.60,0.81,101.70,18.30,39.60,5.00
2.23,-1.70,1.44,102.15,17.60,40.90,5.20
2.29,-6.27,-1.37,100.26,17.70,39.60,5.10
2.42,-5.98,9.42,104.13,16.30,36.10,5.50
2.48,-0.67,13.57,96.69,17.90,42.10,5.30
2.54,3.19,-1.48,108.69,17.10,40.90,4.90
2.61,3.51,-3.38,110.38,18.00,44.10,5.10
2.74,-5.85,6.49,103.79,15.00,44.20,4.70
2.80,-4.02,0.64,102.01,17.10,41.70,5.10
2.86,-3.97,0.65,101.78,17.10,40.10,4.90
2.93,-4.02,0.68,101.80,17.50,40.80,5.30
3.05,-3.94,0.63,101.83,17.20,41.10,5.20
3.12,-3.80,0.49,101.78,17.20,40.90,4.70
3.18,-3.92,0.53,101.78,16.80,41.30,4.90
3.24,-3.83,0.51,101.67,17.80,40.70,4.80
3.37,-4.05,0.60,101.89,16.60,42.60,5.00
3.44,-3.90,0.56,101.83,18.30,42.90,4.60
3.50,-3.98,0.63,101.68,15.30,40.80,5.10
3.56,-3.98,0.49,101.71,16.30,41.00,5.00
3.69,-6.09,-2.04,101.98,16.50,43.10,4.60
3.75,-5.83,-3.38,100.20,17.90,43.10,5.00
3.82,-12.99,4.09,104.89,16.50,43.80,5.10
3.88,-4.02,-1.28,101.89,15.50,41.10,4.60
4.01,-4.13,-1.23,101.75,16.90,42.30,5.00
4.07,-4.39,-1.14,101.95,16.80,44.30,5.20
4.14,-7.72,-0.06,101.53,17.00,42.90,5.10
4.20,-3.53,-4.46,101.28,16.50,42.80,4.90
4.33,-5.29,5.51,103.37,15.90,42.30,4.90
4.39,-3.39,-6.49,102.26,15.10,42.00,4.60
4.46,-4.27,-2.52,101.09,15.30,42.70,5.00
4.52,-13.71,0.04,100.63,16.40,41.70,4.70
4.65,-8.46,-2.83,95.54,14.30,32.80,4.70
4.71,-2.39,-3.00,101.84,15.10,21.80,3.90
4.77,-7.34,3.62,98.96,14.20,20.50,4.10
4.84,3.20,-7.77,103.24,13.80,23.60,4.20
4.97,-6.30,-6.69,102.93,14.40,20.50,3.90
5.03,-5.62,-3.74,101.53,15.10,20.30,4.20
5.09,-9.00,1.91,103.36,13.70,20.50,4.30
5.16,-7.04,12.56,99.47,13.80,19.90,5.50
5.29,-1.63,1.09,102.67,11.60,20.80,4.50
5.35,-6.18,2.26,101.53,12.50,21.30,4.80
5.41,-3.66,1.75,101.46,12.70,22.60,4.80
5.48,-8.47,-5.38,102.95,13.00,26.70,4.90
5.61,-11.32,-3.29,103.26,11.40,28.50,5.10
5.67,-8.89,-13.34,94.46,11.70,22.40,5.30
5.73,7.12,1.98,103.18,11.10,23.90,5.50
5.80,-4.22,-3.88,101.90,11.60,25.50,5.60
5.92,-3.27,-7.02,101.54,11.50,23.00,5.60
5.99,-6.84,-2.74,97.21,10.60,17.40,5.70
6.05,-2.24,8.04,99.88,10.50,13.70,5.90
6.11,-4.94,2.37,102.69,10.20,15.20,6.10
6.24,-9.38,1.80,100.15,10.90,14.50,5.90
6.31,-10.31,22.02,100.05,11.00,14.40,5.80
6.37,-4.48,0.81,98.25,9.70,14.70,4.60
6.43,-1.09,1.03,102.09,9.00,13.50,5.10
6.56,-5.61,2.38,101.93,8.50,12.90,5.00
6.62,-5.60,1.22,101.59,9.70,13.10,4.80
6.69,-4.77,1.35,101.84,9.30,13.50,5.10
6.75,-5.35,0.79,101.54,9.30,13.70,5.10
6.88,-5.62,1.08,101.25,9.90,13.20,5.40
6.94,-12.16,-2.22,97.08,9.40,13.20,5.20
7.00,-4.68,4.19,102.33,9.40,11.50,5.20
7.07,-8.82,-4.77,99.88,8.80,12.10,4.80
7.19,-5.95,-0.57,105.87,8.20,11.80,4.70
7.26,-7.43,0.96,99.90,7.90,12.50,4.80
7.32,-11.43,-3.01,87.47,8.20,12.90,5.10
7.38,-6.33,5.29,103.64,8.00,12.90,4.80
7.51,-11.50,-2.98,92.91,7.00,11.20,5.00
7.58,-5.55,-0.45,102.81,6.20,11.40,5.50
7.64,-0.38,-5.34,103.63,5.70,11.90,5.30
7.70,1.42,0.10,101.82,4.70,11.00,5.00
7.83,-3.94,-1.31,101.85,4.90,10.50,4.80
7.90,-6.86,-3.95,101.90,4.50,11.00,5.10
7.96,-7.00,-3.23,102.33,4.70,11.80,4.70
8.02,-6.43,-7.84,103.04,4.50,11.10,4.90
8.15,-4.40,-1.70,101.57,4.40,11.20,4.90
8.22,-2.97,-3.74,101.06,4.40,10.60,4.30
8.28,-6.35,-5.71,101.71,5.00,11.70,5.00
8.34,-8.89,-4.56,101.61,4.70,12.20,4.50
8.47,-5.82,-5.99,101.67,4.50,11.90,5.20
8.53,-8.06,-3.49,101.25,4.40,12.80,4.60
8.66,-2.67,-2.75,102.17,4.10,12.20,4.60
8.72,-6.16,-4.61,102.04,4.00,12.10,4.80
8.79,-6.61,-5.77,102.72,4.00,12.00,4.00
8.91,-3.47,-5.91,100.33,3.70,12.30,4.10
8.98,-8.83,-4.78,101.95,4.30,11.50,4.20
9.04,-8.73,-3.12,102.06,4.00,12.30,4.00
9.10,-5.62,-4.69,101.31,4.00,12.60,4.60
9.23,-7.20,-5.46,101.85,3.90,12.00,4.90
9.30,-6.76,-5.40,101.72,3.80,11.60,4.80
9.36,-6.74,-5.11,101.69,4.20,11.80,4.50
9.42,-6.76,-5.04,101.64,4.20,12.20,4.80
9.55,-6.61,-5.04,101.72,3.70,12.10,4.40
9.61,-6.70,-5.02,101.72,3.80,12.00,4.50
9.68,-6.77,-5.00,101.75,3.70,11.90,4.70
9.74,-6.87,-4.98,101.72,3.50,12.10,4.70
9.87,-6.84,-5.00,101.70,4.10,12.30,5.20
9.93,-6.87,-5.02,101.72,3.50,12.10,4.70
10.00,-6.77,-5.01,101.62,3.80,11.50,4.90
10.06,-6.72,-5.00,101.66,3.50,12.30,4.90
10.19,-6.88,-5.07,101.64,4.00,11.60,4.70
10.25,-6.77,-5.07,101.57,3.60,11.70,4.70
10.31,-6.84,-5.08,101.76,4.10,11.80,4.10
10.38,-6.72,-4.93,101.63,3.90,11.80,4.40
10.51,-6.69,-4.87,101.69,3.90,12.20,4.40
10.57,-6.84,-4.98,101.64,4.10,12.00,4.70
