0.00,0.00,0.00,0.00,0.00,0.00
0.71,2.81,3.22,1.00,0.08,0.00
1.02,5.54,9.23,2.00,0.31,0.00
1.20,7.20,9.28,2.00,0.52,0.00
1.60,8.47,9.40,3.00,0.72,0.00
2.28,8.42,8.84,2.00,0.71,0.00
0.21,2.07,2.52,2.00,0.04,0.00
0.07,1.75,2.35,2.00,0.03,0.00
1.09,4.06,3.96,2.00,0.17,0.00
1.50,5.50,4.35,3.00,0.30,0.00
1.35,5.48,4.12,2.00,0.30,0.00
1.75,5.86,4.76,3.00,0.34,0.00
0.87,3.68,3.31,2.00,0.14,0.00
0.84,3.09,3.25,2.00,0.10,0.00
0.33,2.16,3.49,3.00,0.05,0.00
0.11,1.26,2.52,2.00,0.02,0.00
0.11,1.23,2.37,2.00,0.02,0.00
0.13,1.15,1.71,1.00,0.01,0.00
0.01,0.67,1.04,0.00,0.00,0.00
0.49,2.17,2.50,1.00,0.05,0.00
0.66,3.03,2.58,1.00,0.09,0.00
0.84,3.34,2.56,1.00,0.11,0.00
0.19,2.51,3.40,2.00,0.06,0.00
0.19,1.84,2.55,1.00,0.03,0.00
0.58,2.50,2.79,1.00,0.06,0.00
0.42,2.18,3.01,1.00,0.05,0.00
1.28,5.16,6.94,1.00,0.27,0.00
1.54,6.73,6.99,1.00,0.45,0.00
1.55,7.19,7.00,1.00,0.52,0.00
1.61,6.43,6.95,1.00,0.41,0.00
0.08,1.58,2.10,0.00,0.02,0.00
0.57,2.82,3.00,1.00,0.08,0.00
1.01,3.86,2.81,1.00,0.15,0.00
0.87,3.50,2.67,1.00,0.12,0.00
0.89,2.98,2.71,1.00,0.09,0.00
0.99,3.45,3.18,1.00,0.12,0.00
1.13,4.50,3.42,2.00,0.20,0.00
1.43,5.33,3.81,3.00,0.28,0.00
1.76,5.91,4.55,4.00,0.35,0.00
1.41,5.28,3.72,3.00,0.28,0.00
0.72,3.95,3.90,3.00,0.16,0.00
0.09,3.25,4.25,3.00,0.11,0.00
0.65,3.47,3.26,2.00,0.12,0.00
0.74,3.36,3.13,2.00,0.11,0.00
0.39,1.78,2.48,1.00,0.03,0.00
0.09,0.54,0.71,0.00,0.00,0.00
0.11,0.47,0.71,0.00,0.00,0.00
0.45,1.69,2.08,1.00,0.03,0.00
1.00,3.93,3.59,2.00,0.15,0.00
0.49,3.71,4.40,3.00,0.14,0.00
0.48,3.18,4.40,3.00,0.10,0.00
0.08,2.35,3.96,2.00,0.06,0.00
0.82,2.76,2.77,1.00,0.08,0.00
0.72,2.68,2.33,1.00,0.07,0.00
0.66,2.80,2.35,1.00,0.08,0.00
0.17,2.18,2.77,2.00,0.05,0.00
0.24,2.41,2.96,2.00,0.06,0.00
0.64,2.75,2.12,1.00,0.08,0.00
0.49,2.19,2.14,1.00,0.05,0.00
0.05,1.03,1.46,0.00,0.01,0.00
0.40,1.48,1.19,0.00,0.02,0.00
0.61,2.21,1.64,0.00,0.05,0.00
0.26,1.81,2.10,0.00,0.03,0.00
0.24,2.17,2.78,1.00,0.05,0.00
0.31,2.33,2.67,1.00,0.05,0.00
0.56,2.40,2.43,1.00,0.06,0.00
0.25,1.27,2.01,1.00,0.02,0.00
0.34,1.10,1.21,0.00,0.01,0.00
0.09,0.89,1.23,0.00,0.01,0.00
0.31,1.18,1.55,0.00,0.01,0.00
0.47,1.62,1.83,0.00,0.03,0.00
0.12,1.28,1.66,0.00,0.02,0.00
0.31,2.42,3.20,1.00,0.06,0.00
1.19,5.08,4.59,2.00,0.26,0.00
1.70,6.70,4.75,3.00,0.45,0.00
1.31,5.74,4.87,3.00,0.33,0.00
0.71,3.35,3.98,2.00,0.11,0.00
0.12,1.13,2.08,1.00,0.01,0.00
0.27,1.06,1.38,0.00,0.01,0.00
1.50,6.04,7.65,1.00,0.36,0.00
1.77,7.98,7.73,1.00,0.64,0.00
0.68,7.22,9.19,2.00,0.52,0.00
0.70,6.28,9.18,2.00,0.39,0.00
0.92,4.74,5.13,1.00,0.22,0.00
1.31,4.63,5.08,1.00,0.21,0.00
0.63,2.27,1.85,1.00,0.05,0.00
0.82,3.05,2.20,1.00,0.09,0.00
0.85,3.21,2.23,1.00,0.10,0.00
0.46,2.33,2.34,1.00,0.05,0.00
0.24,2.08,2.59,1.00,0.04,0.00
0.30,2.62,4.53,2.00,0.07,0.00
0.20,2.98,4.49,2.00,0.09,0.00
0.77,3.95,4.69,3.00,0.16,0.00
1.62,5.30,4.89,3.00,0.28,0.00
0.38,3.04,3.68,3.00,0.09,0.00
0.13,2.79,3.87,3.00,0.08,0.00
0.48,3.14,3.71,2.00,0.10,0.00
0.45,3.15,3.82,2.00,0.10,0.00
0.32,2.74,3.47,2.00,0.07,0.00
0.62,3.34,3.27,2.00,0.11,0.00
0.93,3.48,3.00,2.00,0.12,0.00
0.56,1.85,1.75,1.00,0.03,0.00
0.14,0.80,0.92,0.00,0.01,0.00
0.35,1.80,2.29,1.00,0.03,0.00
0.57,2.72,2.43,1.00,0.07,0.00
0.84,3.29,2.45,1.00,0.11,0.00
0.78,2.83,2.41,1.00,0.08,0.00
0.41,1.48,1.16,0.00,0.02,0.00
0.39,1.27,1.10,0.00,0.02,0.00
0.32,1.23,0.91,0.00,0.02,0.00
0.33,1.28,0.93,0.00,0.02,0.00
0.34,1.19,0.95,0.00,0.01,0.00
0.25,0.87,0.62,0.00,0.01,0.00
0.11,0.60,0.61,0.00,0.00,0.00
0.03,0.51,0.67,0.00,0.00,0.00
0.36,1.57,2.35,1.00,0.02,0.00
0.46,2.32,2.45,1.00,0.05,0.00
0.41,2.41,2.49,1.00,0.06,0.00
0.47,2.09,2.46,1.00,0.04,0.00
0.03,0.63,0.98,0.00,0.00,0.00
0.28,0.90,0.77,0.00,0.01,0.00
0.20,0.77,0.56,0.00,0.01,0.00
0.22,0.81,0.60,0.00,0.01,0.00
0.33,1.10,0.96,0.00,0.01,0.00
0.09,0.82,1.13,0.00,0.01,0.00
0.21,1.35,1.74,0.00,0.02,0.00
0.27,1.67,1.72,0.00,0.03,0.00
0.38,1.70,1.56,0.00,0.03,0.00
0.08,1.10,1.55,0.00,0.01,0.00
0.22,0.98,0.80,0.00,0.01,0.00
0.31,1.16,0.90,0.00,0.01,0.00
0.24,0.92,0.87,0.00,0.01,0.00
0.09,0.42,0.45,0.00,0.00,0.00
0.07,0.28,0.43,0.00,0.00,0.00
0.01,0.13,0.17,0.00,0.00,0.00
0.14,0.53,0.56,0.00,0.00,0.00
0.23,0.88,0.70,0.00,0.01,0.00
0.26,1.04,0.75,0.00,0.01,0.00
0.20,0.87,0.78,0.00,0.01,0.00
0.05,0.66,0.86,0.00,0.00,0.00
0.19,0.90,0.80,0.00,0.01,0.00
0.14,0.87,0.92,0.00,0.01,0.00
0.11,0.62,0.89,0.00,0.00,0.00
0.11,0.55,0.75,0.00,0.00,0.00
0.22,0.75,0.75,0.00,0.01,0.00
0.07,0.52,0.60,0.00,0.00,0.00
0.06,0.48,0.61,0.00,0.00,0.00
0.05,0.35,0.42,0.00,0.00,0.00
0.07,0.35,0.35,0.00,0.00,0.00
0.01,0.19,0.26,0.00,0.00,0.00
0.03,0.17,0.17,0.00,0.00,0.00
0.11,0.38,0.41,0.00,0.00,0.00
0.16,0.60,0.53,0.00,0.00,0.00
0.16,0.68,0.53,0.00,0.00,0.00
0.07,0.59,0.70,0.00,0.00,0.00
0.14,0.78,0.87,0.00,0.01,0.00
0.30,1.21,0.91,0.00,0.01,0.00
0.41,1.47,1.03,0.00,0.02,0.00
0.20,1.05,1.08,0.00,0.01,0.00
0.09,0.60,0.88,0.00,0.00,0.00
0.00,0.41,0.75,0.00,0.00,0.00
0.15,0.49,0.62,0.00,0.00,0.00
0.06,0.29,0.28,0.00,0.00,0.00
0.08,0.34,0.27,0.00,0.00,0.00
0.16,0.51,0.48,0.00,0.00,0.00
0.12,0.48,0.42,0.00,0.00,0.00
0.03,0.39,0.51,0.00,0.00,0.00
0.01,0.37,0.51,0.00,0.00,0.00
0.21,0.78,0.75,0.00,0.01,0.00
0.18,0.79,0.78,0.00,0.01,0.00
0.01,0.63,0.88,0.00,0.00,0.00
0.06,0.55,0.94,0.00,0.00,0.00
0.13,0.53,0.69,0.00,0.00,0.00
0.07,0.37,0.66,0.00,0.00,0.00
0.03,0.31,0.51,0.00,0.00,0.00
0.14,0.49,0.46,0.00,0.00,0.00
0.23,0.90,0.81,0.00,0.01,0.00
0.34,1.25,0.92,0.00,0.02,0.00
0.41,1.49,1.08,0.00,0.02,0.00
0.26,1.20,1.16,0.00,0.01,0.00
0.05,0.93,1.25,0.00,0.01,0.00
0.34,1.60,1.51,0.00,0.03,0.00
0.52,2.00,1.41,0.00,0.04,0.00
0.53,1.89,1.43,0.00,0.04,0.00
0.33,1.28,1.16,0.00,0.02,0.00
0.03,0.75,1.03,0.00,0.01,0.00
0.05,0.74,1.00,0.00,0.01,0.00
0.20,0.85,0.86,0.00,0.01,0.00
0.30,0.95,1.05,0.00,0.01,0.00
0.19,0.85,0.73,0.00,0.01,0.00
0.40,1.42,1.15,0.00,0.02,0.00
0.47,1.67,1.26,0.00,0.03,0.00
0.42,1.61,1.15,0.00,0.03,0.00
0.46,1.60,1.23,0.00,0.03,0.00
0.40,1.39,1.03,0.00,0.02,0.00
0.07,1.30,2.04,1.00,0.02,0.00
0.40,2.15,2.37,1.00,0.05,0.00
0.41,2.37,2.37,1.00,0.06,0.00
0.86,2.86,2.82,2.00,0.08,0.00
0.74,2.61,2.48,1.00,0.07,0.00
0.41,2.27,2.17,1.00,0.05,0.00
0.86,2.84,2.75,2.00,0.08,0.00
0.05,1.85,3.23,2.00,0.03,0.00
0.13,1.64,3.41,3.00,0.03,0.00
0.23,2.12,4.04,4.00,0.05,0.00
0.73,2.72,3.71,3.00,0.07,0.00
0.36,2.39,2.91,2.00,0.06,0.00
0.76,2.71,2.40,1.00,0.07,0.00
0.46,1.57,1.20,0.00,0.02,0.00
0.47,1.64,1.22,0.00,0.03,0.00
0.44,1.67,1.16,0.00,0.03,0.00
0.54,1.85,1.39,0.00,0.03,0.00
0.57,1.97,1.48,0.00,0.04,0.00
0.56,2.09,1.46,0.00,0.04,0.00
0.58,2.11,1.49,0.00,0.04,0.00
0.43,1.61,1.24,0.00,0.03,0.00
0.20,0.92,0.91,0.00,0.01,0.00
0.02,0.50,0.65,0.00,0.00,0.00
0.07,0.46,0.51,0.00,0.00,0.00
0.09,0.42,0.51,0.00,0.00,0.00
0.07,0.48,0.67,0.00,0.00,0.00
0.14,0.57,0.56,0.00,0.00,0.00
0.11,0.50,0.52,0.00,0.00,0.00
0.09,0.41,0.53,0.00,0.00,0.00
0.03,0.14,0.18,0.00,0.00,0.00
0.08,0.33,0.32,0.00,0.00,0.00
0.08,0.35,0.33,0.00,0.00,0.00
0.02,0.27,0.35,0.00,0.00,0.00
0.07,0.41,0.47,0.00,0.00,0.00
0.17,0.64,0.46,0.00,0.00,0.00
0.20,0.73,0.51,0.00,0.01,0.00
0.23,0.78,0.57,0.00,0.01,0.00
0.18,0.67,0.48,0.00,0.00,0.00
0.06,0.46,0.54,0.00,0.00,0.00
0.27,1.00,1.42,0.00,0.01,0.00
0.08,0.91,1.55,0.00,0.01,0.00
0.09,0.90,1.55,0.00,0.01,0.00
0.18,0.87,1.51,0.00,0.01,0.00
0.16,0.55,0.79,0.00,0.00,0.00
0.06,0.39,0.43,0.00,0.00,0.00
0.00,0.41,0.61,0.00,0.00,0.00
0.12,0.76,0.89,0.00,0.01,0.00
0.29,1.23,0.97,0.00,0.02,0.00
0.43,1.56,1.09,0.00,0.02,0.00
0.34,1.31,0.98,0.00,0.02,0.00
0.26,0.95,0.78,0.00,0.01,0.00
0.19,0.64,0.60,0.00,0.00,0.00
0.13,0.50,0.37,0.00,0.00,0.00
0.16,0.57,0.41,0.00,0.00,0.00
0.15,0.55,0.39,0.00,0.00,0.00
0.11,0.45,0.35,0.00,0.00,0.00
0.10,0.35,0.33,0.00,0.00,0.00
0.00,0.26,0.44,0.00,0.00,0.00
0.17,0.70,0.76,0.00,0.00,0.00
0.21,0.96,0.80,0.00,0.01,0.00
0.22,0.96,0.79,0.00,0.01,0.00
0.14,0.62,0.71,0.00,0.00,0.00
0.01,0.16,0.27,0.00,0.00,0.00
0.08,0.26,0.27,0.00,0.00,0.00
0.02,0.25,0.45,0.00,0.00,0.00
0.08,0.41,0.51,0.00,0.00,0.00
0.08,0.47,0.51,0.00,0.00,0.00
0.08,0.45,0.50,0.00,0.00,0.00
0.07,0.42,0.47,0.00,0.00,0.00
0.13,0.55,0.41,0.00,0.00,0.00
0.15,0.57,0.43,0.00,0.00,0.00
0.14,0.46,0.40,0.00,0.00,0.00
0.08,0.31,0.22,0.00,0.00,0.00
0.04,0.23,0.23,0.00,0.00,0.00
0.02,0.21,0.27,0.00,0.00,0.00
0.07,0.32,0.26,0.00,0.00,0.00
0.05,0.30,0.31,0.00,0.00,0.00
0.04,0.35,0.44,0.00,0.00,0.00
0.13,0.57,0.48,0.00,0.00,0.00
0.22,0.81,0.58,0.00,0.01,0.00
0.23,0.83,0.59,0.00,0.01,0.00
0.20,0.72,0.51,0.00,0.01,0.00
0.08,0.48,0.55,0.00,0.00,0.00
0.08,0.51,0.61,0.00,0.00,0.00
0.15,0.69,0.58,0.00,0.00,0.00
0.55,1.89,1.92,1.00,0.04,0.00
0.36,1.81,1.99,1.00,0.03,0.00
0.25,1.52,1.95,1.00,0.02,0.00
0.13,1.23,2.00,1.00,0.02,0.00
0.31,1.05,0.86,0.00,0.01,0.00
0.26,0.98,0.70,0.00,0.01,0.00
0.25,0.94,0.70,0.00,0.01,0.00
0.17,0.64,0.51,0.00,0.00,0.00
0.07,0.65,0.95,0.00,0.00,0.00
0.30,1.26,1.17,0.00,0.02,0.00
0.24,1.30,1.22,0.00,0.02,0.00
0.21,1.11,1.25,0.00,0.01,0.00
0.06,0.74,1.00,0.00,0.01,0.00
0.39,1.37,1.10,0.00,0.02,0.00
0.45,1.69,1.22,0.00,0.03,0.00
0.45,1.74,1.22,0.00,0.03,0.00
0.31,1.30,1.16,0.00,0.02,0.00
0.06,0.63,0.81,0.00,0.00,0.00
0.07,0.47,0.51,0.00,0.00,0.00
0.08,0.76,1.10,0.00,0.01,0.00
0.15,0.94,1.07,0.00,0.01,0.00
0.30,1.23,1.11,0.00,0.02,0.00
0.45,1.47,1.31,0.00,0.02,0.00
0.30,1.21,0.88,0.00,0.01,0.00
0.21,1.03,0.95,0.00,0.01,0.00
0.02,0.83,1.09,0.00,0.01,0.00
0.49,1.98,1.87,1.00,0.04,0.00
0.62,2.50,1.89,1.00,0.06,0.00
0.54,2.26,1.85,1.00,0.05,0.00
0.36,1.52,1.72,1.00,0.02,0.00
0.08,0.55,0.68,0.00,0.00,0.00
0.34,1.26,1.08,0.00,0.02,0.00
0.49,1.85,1.36,0.00,0.03,0.00
0.64,2.30,1.62,0.00,0.05,0.00
0.62,2.26,1.60,0.00,0.05,0.00
0.44,1.71,1.31,0.00,0.03,0.00
0.09,1.08,1.39,0.00,0.01,0.00
0.44,1.97,2.02,1.00,0.04,0.00
1.23,4.65,4.03,2.00,0.22,0.00
0.89,4.51,4.40,3.00,0.20,0.00
0.73,3.60,4.30,3.00,0.13,0.00
0.32,2.24,3.95,2.00,0.05,0.00
0.44,1.55,1.81,1.00,0.02,0.00
0.16,0.67,0.57,0.00,0.00,0.00
0.30,1.02,0.76,0.00,0.01,0.00
0.19,0.83,0.72,0.00,0.01,0.00
0.04,0.79,1.08,0.00,0.01,0.00
0.19,1.07,1.09,0.00,0.01,0.00
0.27,1.19,0.96,0.00,0.01,0.00
0.13,0.87,1.05,0.00,0.01,0.00
0.13,0.75,0.78,0.00,0.01,0.00
0.34,1.25,0.93,0.00,0.02,0.00
0.38,1.40,0.98,0.00,0.02,0.00
0.19,1.01,0.99,0.00,0.01,0.00
0.00,0.77,1.02,0.00,0.01,0.00
0.22,1.02,0.90,0.00,0.01,0.00
0.26,1.08,0.84,0.00,0.01,0.00
0.10,0.66,0.76,0.00,0.00,0.00
0.09,0.61,0.71,0.00,0.00,0.00
0.26,0.96,0.69,0.00,0.01,0.00
0.24,0.94,0.68,0.00,0.01,0.00
0.16,0.66,0.60,0.00,0.00,0.00
0.08,0.32,0.42,0.00,0.00,0.00
0.01,0.07,0.11,0.00,0.00,0.00
0.00,0.07,0.11,0.00,0.00,0.00
0.13,0.55,0.70,0.00,0.00,0.00
0.29,1.18,1.05,0.00,0.01,0.00
0.49,1.87,1.40,0.00,0.03,0.00
0.48,1.88,1.40,0.00,0.04,0.00
0.32,1.34,1.22,0.00,0.02,0.00
0.12,0.69,0.96,0.00,0.00,0.00
0.10,0.39,0.29,0.00,0.00,0.00
0.17,0.61,0.48,0.00,0.00,0.00
0.22,0.79,0.59,0.00,0.01,0.00
0.05,0.62,0.82,0.00,0.00,0.00
0.04,0.65,0.87,0.00,0.00,0.00
0.14,0.78,0.79,0.00,0.01,0.00
0.17,0.75,0.74,0.00,0.01,0.00
0.06,0.52,0.65,0.00,0.00,0.00
0.23,0.93,0.77,0.00,0.01,0.00
0.33,1.24,0.87,0.00,0.02,0.00
0.37,1.31,0.93,0.00,0.02,0.00
0.30,1.08,0.79,0.00,0.01,0.00
0.24,0.86,0.65,0.00,0.01,0.00
0.21,0.73,0.56,0.00,0.01,0.00
0.23,0.81,0.62,0.00,0.01,0.00
0.18,0.76,0.61,0.00,0.01,0.00
0.25,0.85,0.81,0.00,0.01,0.00
0.23,0.84,0.78,0.00,0.01,0.00
0.19,0.80,0.68,0.00,0.01,0.00
0.03,0.78,1.14,0.00,0.01,0.00
0.27,1.25,1.31,0.00,0.02,0.00
0.52,2.12,1.71,0.00,0.04,0.00
0.71,2.59,1.81,0.00,0.07,0.00
0.64,2.33,1.65,0.00,0.05,0.00
0.49,1.80,1.41,0.00,0.03,0.00
0.22,0.97,0.90,0.00,0.01,0.00
0.05,0.47,0.63,0.00,0.00,0.00
0.10,0.46,0.41,0.00,0.00,0.00
0.20,0.70,0.53,0.00,0.00,0.00
0.17,0.65,0.47,0.00,0.00,0.00
0.15,0.56,0.44,0.00,0.00,0.00
0.22,0.71,0.70,0.00,0.01,0.00
0.28,1.05,0.88,0.00,0.01,0.00
0.31,1.26,0.91,0.00,0.02,0.00
0.29,1.14,0.91,0.00,0.01,0.00
0.19,0.69,0.70,0.00,0.00,0.00
0.10,0.59,0.85,0.00,0.00,0.00
