# time (s), motion, state, mx, my, mz, distF (cm), distL (cm), distR (cm)
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.88,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
2.08,1.00,0.00,-40.50,-26.80,9.00,10.30,46.40,5.00
2.15,1.00,0.00,-41.10,-26.90,8.50,5.80,42.90,4.50
2.21,1.00,0.00,-36.80,-28.00,9.00,8.30,30.00,4.50
2.27,1.00,0.00,-37.40,-25.70,10.30,10.10,29.80,5.00
2.34,1.00,0.00,-38.40,-25.70,10.30,11.10,32.10,4.70
2.40,1.00,0.00,-40.50,-26.30,10.20,5.90,45.80,4.60
2.46,0.00,0.00,-42.20,-26.20,11.10,7.10,52.60,4.80
2.53,1.00,0.00,-46.90,-25.70,11.40,11.80,38.70,4.80
2.59,1.00,0.00,-46.90,-25.00,12.10,7.10,48.00,5.10
2.66,1.00,0.00,-44.40,-26.60,12.10,3.10,48.40,5.10
2.72,1.00,0.00,-39.20,-25.00,13.60,2.00,35.70,5.00
2.78,1.00,0.00,-38.40,-26.90,13.20,6.60,29.80,4.30
2.85,1.00,0.00,-38.40,-26.90,13.20,3.90,40.30,4.70
2.91,1.00,0.00,-47.40,-22.70,14.70,13.40,26.00,5.30
2.98,1.00,0.00,-45.70,-23.30,13.50,10.30,26.00,5.20
3.04,1.00,0.00,-42.20,-23.50,11.10,9.30,40.10,5.00
3.10,1.00,0.00,-39.60,-27.40,7.00,15.30,40.50,4.90
3.17,1.00,0.00,-39.60,-28.40,7.00,6.90,31.90,5.00
3.23,1.00,0.00,-39.60,-28.40,7.00,6.50,32.70,5.20
3.29,1.00,0.00,-42.90,-28.90,8.10,6.10,25.10,5.00
3.36,1.00,0.00,-44.40,-26.90,8.10,7.10,22.80,6.10
3.42,1.00,0.00,-44.40,-26.20,9.30,8.50,24.70,5.60
3.49,1.00,0.00,-44.10,-26.20,6.70,3.90,27.60,5.10
3.55,1.00,0.00,-41.00,-27.10,9.00,9.50,48.60,4.80
3.61,1.00,0.00,-38.30,-28.00,5.40,12.10,35.20,4.50
3.68,1.00,0.00,-38.30,-28.00,5.40,13.50,31.20,4.80
3.74,1.00,0.00,-38.30,-25.30,7.90,12.90,36.90,5.10
3.80,1.00,0.00,-38.30,-25.30,7.90,10.00,41.50,4.90
3.87,1.00,0.00,-40.40,-26.60,10.00,9.50,45.50,4.90
3.93,1.00,0.00,-40.40,-27.40,7.80,11.40,48.40,5.40
4.00,1.00,0.00,-45.30,-27.50,7.90,9.40,29.00,5.00
4.06,1.00,0.00,-45.30,-27.50,7.90,10.20,31.20,4.80
4.12,1.00,0.00,-43.50,-28.30,5.80,8.00,40.70,4.70
4.19,1.00,0.00,-38.00,-27.50,9.40,7.10,38.40,4.80
4.25,1.00,0.00,-40.20,-27.10,9.00,4.40,40.30,5.20
4.31,1.00,0.00,-43.70,-25.00,9.60,7.50,47.20,5.10
4.38,1.00,0.00,-43.70,-26.20,8.50,5.50,51.60,4.50
4.44,1.00,0.00,-43.10,-27.50,10.20,9.10,54.60,4.40
4.50,1.00,0.00,-41.90,-26.90,8.10,8.20,50.70,4.80
4.57,1.00,0.00,-40.40,-27.70,6.70,7.50,39.20,4.00
4.63,1.00,0.00,-40.40,-27.70,6.70,2.70,34.50,4.10
4.70,1.00,0.00,-37.80,-29.60,3.70,9.70,31.90,4.50
4.76,1.00,0.00,-37.80,-29.60,3.70,7.20,42.80,4.90
4.82,1.00,0.00,-46.80,-22.60,16.00,10.00,29.70,5.60
4.89,1.00,0.00,-46.80,-22.60,16.00,10.40,28.20,5.40
4.95,1.00,0.00,-46.50,-24.50,13.00,6.30,25.90,5.40
5.01,1.00,0.00,-44.40,-25.40,11.10,6.80,24.30,5.90
5.08,1.00,0.00,-46.50,-25.60,10.50,7.60,22.60,5.20
5.14,1.00,0.00,-46.50,-25.60,10.50,10.30,22.50,5.60
5.20,1.00,0.00,-43.40,-26.60,7.00,11.40,22.70,5.40
5.27,1.00,0.00,-43.40,-26.60,7.00,13.90,20.90,5.10
5.33,1.00,0.00,-49.00,-28.00,7.90,13.90,20.50,5.20
5.39,1.00,0.00,-48.40,-28.10,10.00,13.90,22.20,5.10
5.46,1.00,0.00,-43.70,-28.40,8.80,11.20,23.20,4.90
5.52,1.00,0.00,-41.10,-27.40,7.00,9.70,36.90,5.20
5.58,1.00,0.00,-39.90,-25.70,8.10,13.00,43.90,5.20
5.65,1.00,0.00,-40.70,-25.40,9.30,12.70,47.00,4.60
5.71,1.00,0.00,-41.60,-24.80,12.00,7.80,33.60,4.90
5.77,1.00,0.00,-42.80,-25.60,9.70,8.80,32.70,5.20
5.84,1.00,0.00,-40.70,-26.90,8.80,9.10,37.60,4.70
5.90,1.00,0.00,-40.70,-26.90,8.80,12.10,50.70,4.50
5.96,1.00,0.00,-40.20,-27.50,8.70,11.60,38.30,4.80
6.03,1.00,0.00,-35.10,-27.40,4.20,15.50,23.60,4.30
6.09,1.00,0.00,-35.00,-29.50,2.80,15.90,29.80,4.40
6.16,1.00,0.00,-36.00,-29.50,3.90,16.50,31.20,4.60
6.22,1.00,0.00,-38.30,-28.30,6.40,12.00,39.30,4.70
6.28,1.00,0.00,-41.30,-27.10,10.50,9.10,44.90,5.20
6.35,1.00,0.00,-37.80,-27.40,8.80,12.70,24.90,4.60
6.41,1.00,0.00,-37.80,-27.40,8.80,15.50,22.70,4.30
6.47,1.00,0.00,-34.10,-25.40,7.30,12.90,21.60,4.80
6.53,1.00,0.00,-37.20,-28.00,9.40,9.40,23.80,4.30
6.60,1.00,0.00,-41.40,-25.70,11.10,7.80,47.10,5.20
6.66,1.00,0.00,-45.70,-24.50,13.80,11.70,37.00,6.00
6.73,1.00,0.00,-45.90,-23.90,15.10,5.00,28.90,5.40
6.79,1.00,0.00,-45.90,-23.90,15.10,1.40,25.90,6.10
6.85,1.00,0.00,-37.10,-25.00,14.70,2.60,25.20,5.20
6.92,1.00,0.00,-37.10,-23.20,13.20,7.50,25.80,5.20
6.98,1.00,0.00,-37.10,-23.20,13.20,5.80,26.90,4.70
7.04,1.00,0.00,-37.40,-26.60,10.00,4.60,31.10,5.00
7.11,1.00,0.00,-40.70,-26.20,7.80,5.90,44.10,5.50
7.17,1.00,0.00,-43.50,-27.50,7.20,6.40,34.00,5.50
7.24,1.00,0.00,-41.90,-27.40,6.70,14.10,23.50,5.40
7.30,1.00,0.00,-43.50,-28.70,6.90,12.20,22.50,4.80
7.36,1.00,0.00,-44.70,-30.80,4.80,7.80,23.50,4.80
7.43,1.00,0.00,-43.70,-28.40,4.50,5.80,21.90,4.40
7.49,1.00,0.00,-45.90,-29.30,3.40,9.40,23.40,4.20
7.55,1.00,0.00,-44.10,-28.40,4.20,6.90,22.70,4.60
7.62,1.00,0.00,-44.10,-28.40,4.20,7.10,22.80,5.00
7.68,1.00,0.00,-46.50,-28.70,6.40,10.20,21.90,5.80
7.74,1.00,0.00,-45.70,-28.70,6.40,11.40,21.80,5.50
7.81,1.00,0.00,-42.80,-27.10,9.00,8.60,21.50,5.10
7.87,1.00,0.00,-42.80,-27.10,9.00,7.70,29.10,5.80
7.93,1.00,0.00,-38.40,-28.40,8.10,7.80,38.20,5.20
8.00,1.00,0.00,-38.40,-28.40,8.10,11.30,42.30,5.00
8.06,1.00,0.00,-40.40,-25.70,11.80,10.70,24.20,5.50
8.12,1.00,0.00,-45.30,-27.10,9.70,12.20,23.40,5.70
8.19,1.00,0.00,-42.00,-27.10,9.00,12.00,26.60,5.20
8.25,1.00,0.00,-42.00,-27.10,9.00,10.10,37.90,5.30
